AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,PM10,PM2.5,RH,SO2
24,1.8,0.29,0.05,3.9,11,15,27,5.3,75,2.6
25,1.8,0.29,0.06,5.5,11,17,30,14.4,73,3.2
26,1.8,0.3,0.07,5.4,10,16,33,15.7,70,3.4
28,1.8,0.32,0.07,5.3,10,16,48,26.1,66,2.9
30,1.7,0.32,0.05,2.6,6.8,9.4,49,37.8,64,2.3
31,1.7,0.32,0.05,2.2,5.4,7.6,60,50.8,61,2.2
31,1.7,0.3,0.04,2.1,5.2,7.4,63,46.9,59,2.2
31,1.7,0.29,0.03,2.1,5.8,8,82,44.3,61,3.1
30,1.7,0.29,0.03,2.6,6.1,8.7,98,41.7,62,3.2
29,1.7,0.3,0.04,2.5,6.3,8.8,111,41.7,64,2.8
28,1.7,0.32,0.05,2.3,7.3,9.6,111,44.3,67,2.5
28,1.8,0.37,0.07,2.6,9.4,12,120,41.7,69,2.6
27,1.8,0.37,0.07,2.6,12,14,118,45.6,71,2.3
26,1.8,0.37,0.09,2.4,13,15,111,41.7,74,2.9
26,1.8,0.46,0.11,3,16,19,86,41.7,75,3.6
25,1.9,0.46,0.09,1.9,20,22,69,33.9,75,4.8
25,1.9,0.44,0.07,2.7,19,21,58,36.5,75,5.6
25,1.8,0.49,0.06,3.7,23,27,50,23.5,75,7
24,1.9,0.53,0.07,3.8,25,28,42,22.2,78,5.3
24,1.9,0.56,0.08,3.2,26,29,45,18.3,78,5.5
24,1.9,0.64,0.08,3.2,26,29,43,26.1,78,6.1
24,1.9,0.63,0.08,2.1,25,27,48,26.1,78,5.5
23,2,0.75,0.12,5.4,24,30,40,17,80,5.5
23,2,0.82,0.15,15,24,39,55,36.5,80,5.1
24,2,0.72,0.18,19,23,42,50,43,78,4.8
26,2,0.63,0.19,15,23,38,67,58.6,73,5.2
27,1.9,0.52,0.16,8.9,24,33,75,57.3,70,5
29,1.8,0.47,0.13,4.9,18,23,99,71.6,64,3.9
30,1.8,0.41,0.1,2.6,11,14,99,66.4,61,3.3
31,1.8,0.41,0.08,1.5,8,9.5,95,62.5,59,2.7
31,1.7,0.37,0.06,1.9,6.6,8.5,84,50.8,59,3.5
31,1.7,0.29,0.06,1.6,5.9,7.6,85,53.4,63,3.2
30,1.7,0.27,0.06,2,5.3,7.2,88,45.6,64,2.2
29,1.7,0.27,0.08,1.6,5.8,7.5,106,39.1,69,1.6
27,1.7,0.29,0.07,1.3,6.5,7.7,107,31.3,73,1.5
26,1.7,0.27,0.06,1.9,6,7.9,100,23.5,76,1.5
26,1.7,0.28,0.06,1.2,6.2,7.4,77,24.8,78,1.9
25,1.7,0.33,0.08,1,9.6,11,68,18.3,78,3
25,1.7,0.39,0.1,1.4,14,16,59,30,78,3.8
24,1.7,0.31,0.09,1.2,11,12,58,37.8,78,2.1
24,1.8,0.29,0.08,1.5,13,14,47,37.8,78,1.8
24,1.8,0.29,0.08,1,12,13,38,27.4,78,1.9
23,1.8,0.29,0.08,1.6,12,14,28,13.1,79,2.7
23,1.8,0.28,0.07,1.1,14,15,29,15.7,80,2.7
23,1.8,0.27,0.08,2.8,9,12,30,15.7,82,2.3
23,1.8,0.24,0.08,2.6,10,13,27,23.5,82,2.5
23,1.8,0.25,0.08,3.7,13,17,27,19.6,82,2.9
23,1.8,0.32,0.1,5.6,14,20,33,24.8,82,2.9
24,1.8,0.47,0.13,7.6,16,23,43,26.1,77,3.9
24,1.8,0.38,0.11,5.7,11,17,41,27.4,73,2.9
25,1.8,0.33,0.1,5.5,13,19,46,26.1,72,3.1
26,1.8,0.28,0.08,4.8,10,15,48,26.1,70,2.6
28,1.7,0.28,0.07,3.6,6.5,10,63,30,64,2
29,1.7,0.28,0.05,2.6,5.1,7.6,64,36.5,62,1.9
29,1.7,0.26,0.07,2.8,4,6.8,77,43,60,2.2
29,1.7,0.27,0.09,2.7,5.3,8,91,36.5,62,2.9
29,1.7,0.29,0.08,2.8,6.7,9.6,124,43,61,3.2
28,1.7,0.35,0.12,2.7,12,15,124,39.1,62,2.5
27,1.7,0.32,0.17,2.7,9.2,12,113,45.6,62,2.1
26,1.8,0.35,0.11,2.8,12,15,94,36.5,62,3.4
25,1.8,0.39,0.16,2.5,13,15,94,32.6,63,2.9
25,1.8,0.4,0.17,2.8,14,17,81,31.3,64,2.3
24,1.8,0.36,0.22,2.3,14,16,68,27.4,66,2.4
24,1.8,0.38,0.22,2.5,14,16,55,22.2,67,2.4
23,1.9,0.33,0.19,2.5,11,14,55,22.2,70,2.2
23,1.9,0.34,0.19,2.9,18,21,43,15.7,72,2.8
22,1.9,0.31,0.16,2.9,18,21,35,15.7,76,3.1
22,1.8,0.25,0.07,2.1,11,13,26,13.1,78,2.9
22,1.8,0.22,0.06,1.4,11,12,26,18.3,78,2.9
21,1.8,0.21,0.07,1.7,8.9,11,27,23.5,78,2.6
21,1.8,0.21,0.07,1.8,9.6,11,23,15.7,78,2.7
21,1.8,0.31,0.09,5.2,18,23,26,15.7,78,3.6
22,1.8,0.44,0.13,8,17,25,27,17,76,3.6
23,1.8,0.29,0.11,5.6,11,17,36,28.7,71,3.4
25,1.7,0.24,0.08,3.1,8.4,12,35,26.1,66,2.7
26,1.7,0.23,0.08,2.9,8.7,12,44,19.6,62,2.4
27,1.7,0.23,0.06,1.9,6.9,8.8,55,17,59,2.5
28,1.7,0.25,0.06,2.2,7.9,10,71,26.1,56,3.2
28,1.7,0.29,0.08,2.2,10,12,100,41.7,55,4.3
28,1.7,0.27,0.08,1.5,9,11,131,46.9,56,3.9
27,1.7,0.25,0.1,1.7,9.1,11,154,46.9,58,3.5
26,1.7,0.27,0.09,1.4,12,13,154,44.3,60,3.1
25,1.7,0.39,0.15,1.4,20,21,147,54.7,64,3.8
24,1.7,0.33,0.12,1.3,18,19,141,39.1,67,4.3
23,1.7,0.36,0.15,1.6,21,23,116,27.4,67,4.5
23,1.7,0.36,0.12,1.8,21,23,85,14.4,67,4.4
22,1.7,0.25,0.1,1.4,13,15,54,22.2,69,3.1
22,1.7,0.23,0.1,1.7,11,13,37,19.6,70,2.8
22,1.7,0.22,0.08,1.1,13,14,33,10.5,69,2.8
22,1.7,0.23,0.07,1.3,16,18,31,11.8,69,3.6
21,1.7,0.22,0.07,1.5,16,18,29,19.6,71,4.2
21,1.8,0.22,0.07,1.6,17,18,31,22.2,72,4.1
21,1.8,0.19,0.05,0.6,12,13,35,18.3,72,3.8
21,1.8,0.19,0.06,1.3,14,15,38,19.6,71,3.7
21,1.8,0.2,0.06,1.5,16,17,31,23.5,72,4.1
21,1.8,0.26,0.07,3.7,17,20,31,23.5,72,4.5
21,1.8,0.4,0.12,6.2,17,24,33,18.3,71,4.3
23,1.8,0.33,0.14,9.8,16,26,44,27.4,68,4.4
24,1.8,0.3,0.14,7.7,15,23,43,30,64,3.6
26,1.8,0.33,0.12,3.88,12.89,16.78,58.56,26.971,60,4.3
28,1.83,0.28,0.09,2.25,10.57,12.72,72,33.9,56,4.11
29,1.7,0.3,0.06,1.62,9.23,10.96,72,44.3,53,4.18
29,1.7,0.24,0.04,3.3,5.4,8.7,63,31.3,53,2.8
29,1.7,0.25,0.04,2.7,6.2,8.9,65,26.1,54,3.3
28,1.7,0.25,0.06,1.6,8.4,10,78,19.6,58,3.2
27,1.7,0.29,0.1,1,10,11,87,39.1,61,3.1
26,1.7,0.4,0.16,0.6,15,16,91,50.8,65,3.4
26,1.7,0.35,0.13,0.3,14,15,79,50.8,68,3.2
25,1.8,0.36,0.15,0.8,14,15,86,40.4,66,4.4
25,1.8,0.35,0.15,0.9,16,17,81,31.3,69,4.3
24,1.8,0.38,0.17,0.7,19,20,78,36.5,71,4.2
23,1.8,0.4,0.21,0.3,20,20,74,39.1,73,4.5
23,1.9,0.42,0.19,0.6,22,23,70,48.2,74,4.8
22,1.9,0.49,0.17,2,26,28,67,43,76,4.3
22,1.9,0.46,0.16,2.3,24,26,55,41.7,77,3
22,2,0.46,0.27,4.3,27,31,56,33.9,77,3.9
21,2,0.43,0.36,1.1,22,23,53,43,79,4
21,2,0.41,0.27,4.4,24,28,56,41.7,80,3.6
21,2,0.41,0.26,9.6,29,39,55,41.7,79,4.9
21,2.1,0.52,0.29,19,27,47,65,44.3,80,4.4
22,2.1,0.8,0.35,35,33,68,76,54.7,79,5.2
25,2,0.73,0.31,12,29,41,93,65.1,73,4.7
26,1.8,0.41,0.22,2.7,18,20,94,57.3,66,3.8
28,1.8,0.31,0.13,1.3,12,13,51,58.6,59,3
29,1.8,0.31,0.1,0.4,11,12,50,58.6,56,3
29,1.7,0.27,0.07,0.4,9.1,9.5,68,48.2,53,2.9
29,1.7,0.26,0.05,0.7,7.5,8.2,58,37.8,56,2.4
29,1.7,0.2,0.05,0.7,6.9,7.6,55,17,58,1.9
28,1.7,0.23,0.04,0.7,8.5,9.2,55,19.6,60,2.5
27,1.7,0.25,0.08,0.5,10,11,61,24.8,63,2.1
26,1.7,0.31,0.08,-0.2,11,11,57,27.4,69,1.8
25,1.7,0.36,0.16,0.3,14,14,56,31.3,73,2.2
25,1.7,0.37,0.19,0.1,14,14,51,30,75,2.5
25,1.8,0.38,0.23,0.4,15,16,56,43,77,2.6
24,1.9,0.39,0.21,0.4,14,15,59,46.9,79,2.7
24,1.9,0.45,0.27,0,16,16,67,50.8,81,2.4
23,1.9,0.42,0.22,0.1,17,17,68,52.1,83,3.2
23,2.1,0.44,0.23,0.4,23,23,68,54.7,85,2.3
23,2.1,0.42,0.19,0.4,23,23,74,50.8,86,2.6
22,2.2,0.44,0.22,0,23,23,83,66.4,87,2.8
22,2.3,0.46,0.26,2.3,22,24,90,75.5,88,2.6
22,2.1,0.42,0.25,3,25,28,87,74.2,89,3.7
22,2.2,0.47,0.25,4.1,23,27,79,67.7,90,3.4
22,2,0.57,0.28,5.8,24,30,84,58.6,86,5
23,1.9,0.6,0.21,7.2,21,29,88,66.4,82,5.6
25,1.8,0.45,0.15,6.7,20,26,88,70.3,75,5.6
26,1.8,0.38,0.12,4.5,16,20,77,70.3,66,4.4
28,1.7,0.25,0.07,1.7,7.5,9.2,65,61.2,58,2.8
29,1.7,0.24,0.06,2,6.8,8.7,62,50.8,57,2.7
29,1.7,0.21,0.03,1.6,5.4,7,54,36.5,56,2.5
29,1.7,0.18,0.02,1.7,4.6,6.3,49,39.1,58,1.9
29,1.6,0.16,0.02,1.6,4.6,6.1,40,28.7,61,2
28,1.6,0.16,0.03,1.3,5.5,6.8,40,36.5,66,2.1
27,1.6,0.19,0.04,1.6,5.7,7.3,45,31.3,71,2
26,1.6,0.25,0.08,1.4,7.9,9.3,54,40.4,75,2
25,1.7,0.27,0.08,1.9,8.9,11,55,43,78,2.1
25,1.7,0.33,0.1,1.1,11,12,56,56,79,2.3
25,1.7,0.41,0.17,1.4,14,15,64,57.3,80,2.7
24,1.8,0.52,0.19,2.1,21,23,74,67.7,82,2.6
24,1.8,0.5,0.17,2.1,24,26,79,67.7,83,4.3
24,1.9,0.48,0.17,1.7,22,23,77,87.2,85,3.1
23,1.9,0.44,0.21,1.7,22,24,86,74.2,86,4.5
23,1.9,0.4,0.19,1.8,18,20,83,79.4,86,3.5
23,1.9,0.3,0.2,1.7,13,14,73,58.6,87,2.7
23,2,0.33,0.28,0.2,16,16,61,61.2,87,2.3
23,2,0.35,0.3,0.1,15,15,59,56,87,2
22,2,0.33,0.25,0.7,14,15,53,50.8,88,1.7
22,1.9,0.34,0.17,2,15,17,51,46.9,87,2.5
24,2,0.39,0.22,3.5,17,20,51,46.9,82,2.6
25,1.9,0.44,0.11,3.9,22,26,67,50.8,78,4.5
27,1.8,0.36,0.07,2.1,14,16,72,62.5,68,4.7
28,1.7,0.25,0.04,-0.2,5.6,5.4,69,57.3,61,2.7
29,1.7,0.21,0.02,-0.3,4.2,3.8,54,52.1,58,1.9
29,1.7,0.22,0.02,1.47,7.32,8.8,44,33.9,59,2.2
30,1.7,0.28,0.03,1.38,7.28,8.72,45,37.8,58,2.5
29,1.7,0.31,0.04,1.46,9.7,10.94,58,56,59,3.3
29,1.7,0.27,0.03,-0.4,6.9,6.5,63,57.3,60,2.8
28,1.7,0.28,0.04,1.31,8.92,10.19,61,59.9,67,2.5
27,1.7,0.32,0.06,1.18,10.35,11.67,58,54.7,71,2.4
26,1.7,0.32,0.06,1.35,11.6,13.01,53,57.3,75,2.6
26,1.7,0.31,0.07,-0.2,11,11,56,56,78,3
25,1.8,0.37,0.13,-0.3,14,14,55,57.3,78,3.1
25,1.8,0.32,0.12,-0.5,12,11,65,59.9,81,2.5
25,1.8,0.29,0.07,1.91,13.44,15.45,62,54.7,84,2.2
24,1.8,0.34,0.1,-0.5,11,10,60,45.6,85,2.4
24,1.9,0.29,0.11,1.81,12.13,13.92,51,43,85,2.7
24,2,0.29,0.13,1.42,10.59,12.12,58,41.7,87,2.2
24,2.1,0.35,0.19,1.41,11.13,12.58,60,54.7,89,2.3
23,2.1,0.44,0.29,1.5,23,25,71,61.2,88,3.4
23,2,0.4,0.26,1.5,16,17,75,71.6,87,4.4
23,2.1,0.39,0.27,2.9,21,24,84,70.3,88,4.3
24,2,0.57,0.32,10,24,34,88,83.3,86,5
25,1.9,0.7,0.36,7.6,24,31,83,74.2,82,7
26,1.8,0.51,0.17,5.3,18,23,77,75.5,76,5.5
28,1.7,0.32,0.1,5.4,17,22,67,56,65,3.9
29,1.6,0.21,0.06,1.9,5.5,7.3,60,52.1,58,2.3
30,1.7,0.2,0.04,1.6,5.1,6.7,53,39.1,54,2
30,1.6,0.16,0.02,1.6,2.9,4.5,46,31.3,53,1.8
30,1.6,0.16,0.02,1,2.6,3.6,40,30,56,2.1
30,1.6,0.17,0.01,1.6,3.4,5,36,22.2,58,2
29,1.6,0.18,0.04,1.8,4.3,6.1,42,30,58,1.7
28,1.6,0.21,0.07,1.7,6.5,8.2,51,26.1,61,2
27,1.6,0.28,0.08,1.2,8.9,10,54,36.5,66,1.7
27,1.7,0.32,0.19,1.4,13,14,51,24.8,74,2.7
26,1.7,0.3,0.32,0.8,14,15,43,30,78,3.4
26,1.7,0.36,0.29,1.1,15,16,46,23.5,80,2.4
25,1.9,0.41,0.19,0.7,16,17,48,31.3,82,2.6
25,1.9,0.39,0.18,1.5,21,22,52,32.6,83,2.5
25,1.9,0.41,0.21,1.8,27,29,61,53.4,84,4.2
24,2.1,0.41,0.15,1.8,25,27,63,61.2,83,5.5
25,2.24,0.35,0.18,1.7,21,22,68,57.3,79,3.6
24,2.46,0.32,0.19,1.6,19,21,52,43,80,2.8
24,2,0.32,0.34,3.1,18,21,47,37.8,80,2.3
23,2.2,0.38,0.27,4.6,23,27,55,48.2,85,3.2
23,2.3,0.42,0.27,18,24,42,63,57.3,88,3.7
23,2.1,0.5,0.22,9.9,24,33,82,67.7,89,4.6
24,2,0.64,0.24,12,20,32,79,76.8,83,5.6
26,1.8,0.41,0.12,5.3,14,19,86,84.6,76,4.1
28,1.7,0.25,0.08,4,9.7,14,71,67.7,64,3.1
29,1.7,0.21,0.07,2.3,5.4,7.8,63,52.1,58,2.3
30,1.7,0.2,0.04,2.8,5.1,7.9,54,37.8,55,2.3
30,1.7,0.2,0.04,2.3,4.2,6.5,58,37.8,54,2.2
29,1.7,0.2,0.05,2.1,5.4,7.5,54,36.5,58,2.5
30,1.7,0.2,0.06,2.5,6.4,8.9,57,41.7,59,2.4
29,1.7,0.23,0.07,2.5,7.1,9.6,70,52.1,61,2.1
28,1.7,0.24,0.1,2.3,8,10,91,61.2,66,1.7
26,1.7,0.38,0.11,1.8,10,12,115,54.7,73,1.5
25,1.8,0.48,0.15,2.1,15,17,123,54.7,75,3
24,1.8,0.48,0.14,2.4,15,17,112,41.7,74,2.5
23,1.8,0.49,0.15,2.6,16,19,79,32.6,75,1.7
23,1.8,0.44,0.15,2.3,17,20,49,26.1,76,1.9
23,1.8,0.38,0.15,2.5,12,14,39,17,77,1.9
22,1.8,0.35,0.13,2.4,10,13,34,22.2,77,1.5
22,1.8,0.34,0.13,2,9.7,12,31,13.1,78,1.3
22,1.8,0.34,0.12,2.2,11,13,22,10.5,78,2.7
22,1.8,0.33,0.11,2.6,11,14,21,5.3,79,2.6
22,1.8,0.31,0.09,1.4,12,13,16,5.3,78,2.8
21,1.8,0.24,0.08,1.6,12,13,26,14.4,78,2.7
21,1.8,0.25,0.09,2,10,12,29,15.7,77,2.4
21,1.7,0.27,0.07,2.8,14,17,31,13.1,77,2.9
21,1.7,0.39,0.12,5.3,15,20,29,10.5,74,3.2
22,1.7,0.31,0.1,5.9,13,19,36,10.5,70,3.2
24,1.7,0.29,0.14,6.6,13,19,45,15.7,68,3.4
25,1.7,0.28,0.11,4.7,13,17,52,15.7,63,3.3
26,1.7,0.27,0.1,3.1,11,14,60,26.1,60,2.7
27,1.7,0.29,0.07,2.2,10,13,62,19.6,59,3
28,1.7,0.27,0.07,1.6,9.7,11,108.1,37.41,57,2.9
28,1.7,0.24,0.07,1.6,8.3,9.9,67,36.5,55,2.9
28,1.7,0.27,0.12,1.9,11,13,99,32.6,57,3.1
27,1.7,0.33,0.15,1.7,14,16,116,40.4,60,3.8
25,1.7,0.38,0.17,1.4,19,21,144,39.1,66,3.8
24,1.8,0.39,0.16,1.1,19,20,150,44.3,68,3.7
23,1.8,0.46,0.24,1.8,23,25,140,39.1,69,4.1
23,1.8,0.52,0.24,2.6,25,28,124,48.2,69,4.5
23,1.8,0.46,0.28,2.2,25,27,109,43,68,4.4
22,1.8,0.53,0.23,4.2,29,34,93,41.7,69,5.3
22,1.8,0.46,0.16,3.2,30,33,81,36.5,70,6.1
22,1.9,0.41,0.18,2.7,29,32,70,39.1,70,7.3
22,1.9,0.38,0.2,1.9,27,29,65,40.4,71,4.2
22,1.9,0.29,0.14,1.7,19,21,60,36.5,72,3.4
22,1.9,0.29,0.17,1.1,18,19,52,24.8,71,3.6
22,1.9,0.32,0.2,1.5,20,21,52,28.7,72,3.3
22,2,0.35,0.18,4.6,23,28,57,32.6,73,3.8
22,1.9,0.36,0.24,6.6,23,29,63,45.6,74,4.8
22,1.8,0.55,0.23,7,21,28,62,40.4,73,4
23,1.7,0.5,0.12,6.5,26,33,57,31.3,76,6.3
23,1.7,0.39,0.12,4.8,20,25,50,40.4,75,3.9
24,1.7,0.29,0.09,2.6,10,13,44,28.7,74,2
25,1.7,0.31,0.09,3.6,12,16,39,36.5,71,2.6
26,1.7,0.3,0.07,2.1,8.9,11,36,15.7,67,2.9
26,1.7,0.39,0.07,4.5,13,18,32,31.3,65,4.7
25,1.7,0.4,0.08,6.6,18,25,35,17,66,6.3
25,1.7,0.33,0.09,2.8,15,18,48,23.5,69,3.7
24,1.7,0.35,0.11,2.2,17,19,47,18.3,70,3.1
24,1.7,0.32,0.13,1.6,14,15,48,28.7,70,2.3
23,1.7,0.35,0.13,1.6,18,19,49,27.4,71,3.3
22,1.7,0.35,0.13,1.2,19,20,44,24.8,74,3.5
22,1.7,0.34,0.14,0.9,18,19,42,22.2,77,3.2
22,1.7,0.33,0.15,1.6,19,21,44,15.7,79,2.5
21,1.7,0.28,0.14,0.8,16,17,41,13.1,80,2.3
21,1.8,0.3,0.14,1,14,15,39,11.8,81,2.2
21,1.8,0.29,0.14,0.9,18,19,34,10.5,81,1.2
21,1.8,0.27,0.18,0.9,16,16,34,13.1,82,0.6
20,1.8,0.29,0.14,1.3,17,19,34,28.7,83,1.1
20,1.8,0.3,0.14,0.4,19,20,31,41.7,83,1.3
20,1.8,0.31,0.16,0.6,20,20,35,33.9,83,1.8
20,1.8,0.39,0.18,2.8,22,24,40,24.8,83,1.6
20,1.9,0.46,0.22,10,22,32,47,24.8,84,2.2
21,1.9,0.6,0.26,16,21,38,50,39.1,83,2.6
21,1.9,0.55,0.25,16,20,37,50,45.6,80,4.1
24,1.9,0.48,0.26,8.8,20,29,59,50.8,74,2.6
26,1.8,0.44,0.24,2.7,17,20,72,62.5,69,2.2
27,1.8,0.43,0.27,0.3,15,16,83,76.8,63,2
27,1.8,0.41,0.15,0.6,14,14,89,79.4,64,1.6
28,1.8,0.4,0.12,0.5,12,13,88,75.5,65,1.5
26,1.7,0.34,0.09,0.4,11,11,93,69,69,1.2
26,1.7,0.42,0.11,0.3,17,17,88,59.9,68,2.4
26,1.7,0.41,0.13,0.2,18,18,75,48.2,69,2.2
25,1.7,0.48,0.16,0.4,19,20,62,31.3,70,2.5
25,1.8,0.65,0.26,0.1,25,25,58,45.6,72,2.4
25,1.8,0.57,0.23,-0.1,21,21,66,44.3,71,2.3
25,1.8,0.64,0.28,0,28,28,68,56,73,2.5
25,1.9,0.57,0.23,-0.1,23,23,77,54.7,74,2.3
25,1.9,0.53,0.22,0.1,20,20,71,58.6,76,3
25,1.9,0.51,0.25,-0.3,18,17,83,71.6,77,3
24,1.9,0.41,0.14,1.31,16.68,18.1,78,59.9,79,2.6
24,1.9,0.32,0.12,-0.1,10,10,75,52.1,80,2.9
24,1.9,0.33,0.11,-0.2,13,12,59,33.9,80,3.2
24,1.9,0.39,0.13,1.1,19,20,66,36.5,79,3.9
24,2,0.51,0.21,1.5,24,25,82,57.3,79,4.8
24,2.1,0.5,0.29,1.5,23,25,100,71.6,80,4.8
24,2.2,0.53,0.34,1.9,21,23,100,93.7,80,3.8
24,2.2,0.62,0.51,5.63,19.3,25.3,109,85.9,79,4.2
26,2.1,0.61,0.26,6,22,28,110,91.1,74,5.4
27,1.9,0.52,0.21,3.4,18,21,114,89.8,66,6.1
29,1.8,0.37,0.11,1.7,9.9,12,94,75.5,60,3.6
30,1.7,0.3,0.07,1.3,6.5,7.8,78,53.4,57,2.9
30,1.7,0.27,0.06,1.6,6.5,8.1,58,30,57,2.9
30,1.7,0.24,0.04,1.5,5.4,6.9,54,30,58,2.6
29,1.7,0.23,0.04,1.4,5.5,6.9,50,27.4,61,2.2
28,1.7,0.22,0.03,1.4,5.5,6.9,49,26.1,67,1.6
27,1.7,0.23,0.06,1.8,6,7.7,53,32.6,65,1.5
27,1.7,0.3,0.08,1.7,9.9,12,60,32.6,68,2.1
26,1.7,0.31,0.12,1.6,10,12,60,39.1,76,2.2
26,1.8,0.38,0.16,1.3,12,13,63,43,76,2.6
25,1.8,0.44,0.16,1.1,14,16,67,58.6,77,2.4
25,1.8,0.56,0.19,1.7,24,26,86,67.7,79,3.3
24,1.9,0.68,0.22,3,27,30,90,79.4,80,4.8
24,2,0.67,0.21,2.7,30,32,96,79.4,82,6
24,2,0.7,0.25,4,30,34,106,100.2,83,6.9
24,2.1,0.68,0.27,2.9,29,32,116,95,84,4.8
23,2.2,0.65,0.26,7.5,37,45,124,109.3,85,4.8
23,2.1,0.6,0.3,2.8,31,34,129,100.2,87,4.2
23,2.1,0.56,0.2,1.7,19,20,125,102.8,88,4.6
22,2.1,0.59,0.18,1.9,21,23,127,91.1,89,5.5
22,2.2,0.63,0.22,4.4,21,25,118,93.7,90,5.6
23,2.2,0.69,0.23,8.9,22,31,121,97.6,87,7.2
25,2.1,0.7,0.23,8.9,25,33,121,113.2,81,7
26,1.9,0.6,0.17,3.8,19,23,124,102.8,73,6.7
28,1.8,0.53,0.15,2.1,14,16,119,96.3,66,4.7
29,1.8,0.4,0.07,1.3,8.9,10,96,84.6,63,3.9
29,1.7,0.36,0.05,1.8,8.1,9.9,80,79.4,64,4.3
29,1.7,0.3,0.03,1.1,6.2,7.3,67,61.2,63,3.3
29,1.7,0.26,0.02,0.9,5.5,6.4,64,39.1,63,2.4
28,1.6,0.24,0.02,1.3,5.2,6.5,52,28.7,66,2.1
27,1.6,0.25,0.03,1.2,5.7,6.9,39,32.6,71,2.4
27,1.7,0.31,0.06,1.3,7.8,9.1,43,54.7,76,2.8
26,1.7,0.34,0.08,1.3,9.4,11,50,59.9,79,2.3
26,1.7,0.34,0.07,1.2,9.9,11,66,58.6,81,2.2
25,1.7,0.36,0.08,0.9,11,12,65,48.2,82,2.3
25,1.8,0.39,0.1,1,12,13,71,46.9,84,2.1
25,1.9,0.45,0.12,0.9,15,15,81,70.3,86,2.5
24,1.8,0.44,0.13,1.1,16,17,93,82,88,2.4
24,1.9,0.42,0.12,1.3,17,18,103,111.9,88,2.4
23,2,0.42,0.14,1.1,15,16,114,108,90,3
23,2,0.46,0.19,1.1,16,17,119,119.7,90,2.6
23,2,0.46,0.2,1.9,15,17,131,109.3,91,2.2
23,2.1,0.44,0.19,1.2,14,15,124,99.81,91,1.9
23,2.1,0.48,0.2,2.7,20,22,121,97.47,91,2.5
23,2,0.63,0.23,6.9,21,28,122,92.4,90,3.4
24,2,0.82,0.29,8.1,24,33,115,96.04,87,4.2
25,2,0.9,0.34,9.1,30,40,129,110.21,83,5.3
27,2,0.55,0.23,3.7,19,22,129,121.52,76,4.2
28,1.9,0.45,0.15,2.2,12,14,137,116.32,72,3.1
29,1.7,0.41,0.1,2.1,9.4,12,120,99.329,66,2.7
30,1.8,0.39,0.07,1.9,8.1,10,101,83.43,61,2.6
30,1.7,0.37,0.07,1.7,8.8,11,91,73.329,62,3.4
30,1.7,0.31,0.06,1.3,8.5,9.8,92,72.419,67,3.3
29,1.7,0.3,0.05,1.7,8.7,10,93,68.09,70,3.1
28,1.7,0.29,0.06,1.5,8.1,9.5,87,60.42,74,2.2
27,1.7,0.41,0.13,1.5,17,18,71,33.9,73,3.2
27,1.7,0.4,0.12,1.7,15,17,59,40.4,76,2
26,1.7,0.39,0.24,2.2,14,16,56,37.8,78,2.4
26,1.8,0.45,0.27,1.4,16,18,59,44.3,76,2.8
26,1.8,0.48,0.22,1.6,18,20,53,46.9,75,2.5
25,1.8,0.56,0.26,1.6,22,24,50,45.6,76,2.6
25,1.9,0.53,0.53,1.8,27,29,56,46.9,78,4.1
25,1.9,0.63,0.51,3.9,32,35,60,58.6,79,4.2
24,2.1,0.5,0.52,2.4,22,25,69,70.3,81,2.8
24,2.1,0.43,0.52,1.7,18,20,73,80.7,82,3.3
23,2.4,0.47,0.26,0.8,23,24,82,76.8,85,3
23,2.6,0.45,0.21,1.9,26,28,90,87.2,87,2.5
23,2.6,0.48,0.23,1.8,25,27,106,96.3,87,3
24,2.3,0.64,0.26,3.7,24,28,137,130.1,88,4.3
24,2.2,0.98,0.39,9.4,28,37,170,161.3,88,4.8
25,1.9,0.78,0.28,2.6,20,23,187,186,83,7.2
26,1.8,0.61,0.22,2.4,18,20,184,180.8,77,5.6
27,1.9,0.66,0.24,2.3,19,21,188,170.4,75,4.1
29,1.9,0.65,0.26,0.6,17,18,191,166.5,69,3.8
30,1.8,0.61,0.22,0.4,14,14,188,161.3,64,3.7
29,1.8,0.6,0.16,0.5,13,13,174,145.7,69,3.7
29,1.8,0.47,0.12,0,13,13,152,139.2,71,4.1
29,1.7,0.44,0.1,0.3,12,12,149,113.2,71,4.1
28,1.7,0.44,0.14,0.3,14,14,128,91.1,74,3.7
27,1.7,0.44,0.14,0.1,13,14,114,67.7,77,2.9
26,1.8,0.39,0.09,0.3,11,11,108,67.7,80,2.1
25,1.8,0.4,0.13,0.2,11,12,108,22.2,81,2.3
25,1.8,0.42,0.2,0.6,12,13,103,45.6,83,2.9
25,1.8,0.39,0.1,0.5,11,12,91,41.7,83,3
24,1.8,0.35,0.08,0.3,10,10,84,53.4,84,2.9
24,1.8,0.35,0.11,0.4,10,11,80,40.4,84,3
24,1.9,0.35,0.13,0.6,10,11,71,48.2,84,3
24,1.9,0.41,0.11,0.6,13,14,74,44.3,83,3.3
24,1.9,0.46,0.15,0.4,15,15,83,50.8,84,3.6
23,1.9,0.48,0.14,1,14,15,92,44.3,85,3.4
23,2,0.5,0.18,1.6,15,16,84,33.9,86,3.5
23,2,0.6,0.29,4,23,27,76,33.9,86,5
